Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Symbol
2023-11-01 00:00:00-04:00,170.12942412346382,173.34297566175312,169.25389942206778,173.0843048095703,56934900,0.0,0.0,AAPL
2023-11-02 00:00:00-04:00,174.62641877485564,176.87490748026258,174.56672666832972,176.66598510742188,77334800,0.0,0.0,AAPL
2023-11-03 00:00:00-04:00,173.35295219876363,175.91981927860365,172.46748378286242,175.75067138671875,79763700,0.0,0.0,AAPL
2023-11-06 00:00:00-05:00,175.4820538657156,178.51651416370188,175.31292115784572,178.31753540039062,63841300,0.0,0.0,AAPL
2023-11-07 00:00:00-05:00,178.26778904424575,181.51120213128718,178.05886665366,180.8943634033203,70530000,0.0,0.0,AAPL
2023-11-08 00:00:00-05:00,181.4216486820497,182.51603939170596,180.665508182576,181.95889282226562,49340300,0.0,0.0,AAPL
2023-11-09 00:00:00-05:00,182.02855674425712,183.1826396429678,180.88440228921007,181.48135375976562,53763500,0.0,0.0,AAPL
2023-11-10 00:00:00-05:00,183.27453648198352,185.8647137408318,182.83619738884556,185.69534301757812,66133400,0.24,0.0,AAPL
2023-11-13 00:00:00-05:00,185.1175429542476,185.3267405684616,183.51362870714988,184.1013946533203,43627500,0.0,0.0,AAPL
2023-11-14 00:00:00-05:00,186.99042643314226,187.3988801404597,185.59572499487004,186.73141479492188,60108400,0.0,0.0,AAPL
2023-11-15 00:00:00-05:00,187.13987177614973,188.78362815723474,187.0701291024632,187.29925537109375,53790500,0.0,0.0,AAPL
2023-11-16 00:00:00-05:00,188.85338872723497,190.23813359679093,187.93685316364744,188.99285888671875,54412900,0.0,0.0,AAPL
2023-11-17 00:00:00-05:00,189.53079624428992,189.66030966849544,187.85715445966235,188.97291564941406,50922700,0.0,0.0,AAPL
2023-11-20 00:00:00-05:00,189.1721570341783,191.18452507182084,189.16220030963925,190.72625732421875,46505100,0.0,0.0,AAPL
2023-11-21 00:00:00-05:00,190.68640490239304,190.79598967081523,189.0227199280596,189.9193115234375,38134500,0.0,0.0,AAPL
2023-11-22 00:00:00-05:00,190.76613471931282,192.20067846046405,190.10862600392616,190.58680725097656,39617700,0.0,0.0,AAPL
2023-11-24 00:00:00-05:00,190.14843790944465,190.1783232825699,188.53456695625997,189.25184631347656,24048300,0.0,0.0,AAPL
2023-11-27 00:00:00-05:00,189.20202317699906,189.9491878713485,188.1858749363745,189.072509765625,40552600,0.0,0.0,AAPL
2023-11-28 00:00:00-05:00,189.06255500942564,190.35764353332857,188.68398669599583,189.68020629882812,38415400,0.0,0.0,AAPL
2023-11-29 00:00:00-05:00,190.1783286463289,191.36383248408393,188.25563198255236,188.65411376953125,43014200,0.0,0.0,AAPL
2023-11-30 00:00:00-05:00,189.12233356607825,189.60052993998752,187.47857723394316,189.23191833496094,48794400,0.0,0.0,AAPL
2023-12-01 00:00:00-05:00,189.61049575839724,190.83584172296256,188.51464801700962,190.51705932617188,45679300,0.0,0.0,AAPL
2023-12-04 00:00:00-05:00,189.2618062982008,189.33154897076486,186.74137178051248,188.71388244628906,43389500,0.0,0.0,AAPL
2023-12-05 00:00:00-05:00,189.49095553635823,193.66510330405998,189.46105496038606,192.68881225585938,66628400,0.0,0.0,AAPL
2023-12-06 00:00:00-05:00,193.7149093352022,194.02373499680974,191.38375898522384,191.5929718017578,41089700,0.0,0.0,AAPL
2023-12-07 00:00:00-05:00,192.89803398525805,194.26285017082193,192.85817668285955,193.53561401367188,47477700,0.0,0.0,AAPL
2023-12-08 00:00:00-05:00,193.46586755393116,195.24910937429306,192.93787231577198,194.9701690673828,53377300,0.0,0.0,AAPL
2023-12-11 00:00:00-05:00,192.37999481273732,192.75856317871126,190.6963810180936,192.44972229003906,60943700,0.0,0.0,AAPL
2023-12-12 00:00:00-05:00,192.35011019828545,193.9839099721223,190.99525073697387,193.9739532470703,52696900,0.0,0.0,AAPL
2023-12-13 00:00:00-05:00,194.35249384296804,197.25149676182392,194.1134108483282,197.21165466308594,70404200,0.0,0.0,AAPL
2023-12-14 00:00:00-05:00,197.27142786027224,198.86537024837708,195.4184586232846,197.361083984375,66831600,0.0,0.0,AAPL
2023-12-15 00:00:00-05:00,196.78327807496208,197.64998435819683,196.25528284481834,196.82313537597656,128256700,0.0,0.0,AAPL
2023-12-18 00:00:00-05:00,195.34873127044764,195.88669845947197,193.6551606997669,195.1494903564453,55751900,0.0,0.0,AAPL
2023-12-19 00:00:00-05:00,195.41846071151812,196.2054675888958,195.14947713522938,196.1955108642578,40714100,0.0,0.0,AAPL
2023-12-20 00:00:00-05:00,196.1556575241543,196.93270769258373,194.09349060058594,194.09349060058594,52242800,0.0,0.0,AAPL
2023-12-21 00:00:00-05:00,195.35867601686434,196.3349670004207,192.76849889188017,193.94403076171875,46482500,0.0,0.0,AAPL
2023-12-22 00:00:00-05:00,194.44216262458167,194.6713041108371,192.24052549970972,192.86814880371094,37122800,0.0,0.0,AAPL
2023-12-26 00:00:00-05:00,192.87808625802475,193.15702654279883,192.10103615028186,192.32020568847656,28919300,0.0,0.0,AAPL
2023-12-27 00:00:00-05:00,191.7623368685013,192.7685133001503,190.36762015806895,192.41983032226562,48087700,0.0,0.0,AAPL
2023-12-28 00:00:00-05:00,193.4060861494978,193.92412463427104,192.43975185339073,192.84820556640625,34049900,0.0,0.0,AAPL
2023-12-29 00:00:00-05:00,193.1669858687692,193.6650956984474,191.00519103209842,191.8021697998047,42628800,0.0,0.0,AAPL
2024-01-02 00:00:00-05:00,186.44250337800963,187.72763525264537,183.1948327572495,184.93821716308594,82488700,0.0,0.0,AAPL
2024-01-03 00:00:00-05:00,183.5235814240684,185.17730965785773,182.73655940388082,183.553466796875,58414500,0.0,0.0,AAPL
2024-01-04 00:00:00-05:00,181.46141882335,182.39786780732265,180.1962307034869,181.2223358154297,71983600,0.0,0.0,AAPL
2024-01-05 00:00:00-05:00,181.30202210783074,182.06910030424723,179.48889502297928,180.4950714111328,62303300,0.0,0.0,AAPL
2024-01-08 00:00:00-05:00,181.40163701859532,184.8983778074419,180.81387105846133,184.8585205078125,59144500,0.0,0.0,AAPL
2024-01-09 00:00:00-05:00,183.2247200384055,184.4500659772401,182.03921619791834,184.4401092529297,42841800,0.0,0.0,AAPL
2024-01-10 00:00:00-05:00,183.65311956095468,185.69535791612557,183.224737157889,185.4861602783203,46792900,0.0,0.0,AAPL
2024-01-11 00:00:00-05:00,185.83481816060663,186.34289994181307,182.9258584292588,184.88841247558594,49128400,0.0,0.0,AAPL
2024-01-12 00:00:00-05:00,185.35663323460264,186.03407052890915,184.48992696797683,185.2171630859375,40444700,0.0,0.0,AAPL
2024-01-16 00:00:00-05:00,181.47137741288765,183.56342958397713,180.246016282922,182.93582153320312,65603000,0.0,0.0,AAPL
2024-01-17 00:00:00-05:00,180.58475215384107,182.2384653293606,179.61841781334914,181.98941040039062,47317400,0.0,0.0,AAPL
2024-01-18 00:00:00-05:00,185.38650949081125,188.4249824384652,185.12749785634605,187.9169158935547,78005800,0.0,0.0,AAPL
2024-01-19 00:00:00-05:00,188.61428024175586,191.22437102761134,188.1062136601058,190.83584594726562,68741000,0.0,0.0,AAPL
2024-01-22 00:00:00-05:00,191.5730425958912,194.59158693286403,191.53318529709307,193.1570281982422,60133900,0.0,0.0,AAPL
2024-01-23 00:00:00-05:00,194.2827703313563,195.01000645672423,193.09726645507456,194.44215393066406,42355600,0.0,0.0,AAPL
2024-01-24 00:00:00-05:00,194.68124499858735,195.63762256492572,193.6053259368713,193.7647247314453,53631300,0.0,0.0,AAPL
2024-01-25 00:00:00-05:00,194.48200782899013,195.5280415368865,192.37998368876055,193.43597412109375,54822100,0.0,0.0,AAPL
2024-01-26 00:00:00-05:00,193.5356089954636,194.0237469288864,191.21441522691208,191.69259643554688,44594000,0.0,0.0,AAPL
2024-01-29 00:00:00-05:00,191.28412827236747,191.4734124368057,188.8633218352395,191.00518798828125,47145600,0.0,0.0,AAPL
2024-01-30 00:00:00-05:00,190.21819361481354,191.07494317235538,186.7613100094732,187.3291473388672,55859400,0.0,0.0,AAPL
2024-01-31 00:00:00-05:00,186.3329308453054,186.3927167977895,183.65311255154307,183.70291137695312,55467800,0.0,0.0,AAPL
2024-02-01 00:00:00-05:00,183.2944796333469,186.2432816186692,183.12512409780064,186.15362548828125,64885400,0.0,0.0,AAPL
